Station_ID,Address,Latitude,Longitude,Location_Type,ddName,Municipality,County,Marker_Color,Marker_Size,Description
689,1o ΧΙΛ ΠΕΡΔΙΚΚΑ-ΠΤΟΛΕΜΑΙΔΑΣ,40.5461171,21.6910721,ROOFTOP,Δ.Δ.Πτολεμαΐδος,ΔΗΜΟΣ ΠΤΟΛΕΜΑΙΔΑΣ,ΚΟΖΑΝΗΣ,green,small,"Station ID: 689
Location Type: ROOFTOP
Address: 1o ΧΙΛ ΠΕΡΔΙΚΚΑ-ΠΤΟΛΕΜΑΙΔΑΣ
Municipality: ΔΗΜΟΣ ΠΤΟΛΕΜΑΙΔΑΣ
County: ΚΟΖΑΝΗΣ
Coordinates: 40.546117, 21.691072"
690,"ΣΕΡΒΙΑ,4ο χλμ Ε.Ο ΣΕΡΒΙΩΝ-ΛΑΡΙΣΑΣ",40.1704394,21.9675966,ROOFTOP,Δ.Δ.Σερβίων,ΔΗΜΟΣ ΣΕΡΒΙΩΝ,ΚΟΖΑΝΗΣ,green,small,"Station ID: 690
Location Type: ROOFTOP
Address: ΣΕΡΒΙΑ,4ο χλμ Ε.Ο ΣΕΡΒΙΩΝ-ΛΑΡΙΣΑΣ
Municipality: ΔΗΜΟΣ ΣΕΡΒΙΩΝ
County: ΚΟΖΑΝΗΣ
Coordinates: 40.170439, 21.967597"
691,2 ΧΛΜ Ε.Ο. ΣΕΡΒΙΩΝ-ΚΟΖΑΝΗΣ,40.1978589,21.9899974,ROOFTOP,Δ.Δ.Σερβίων,ΔΗΜΟΣ ΣΕΡΒΙΩΝ,ΚΟΖΑΝΗΣ,green,small,"Station ID: 691
Location Type: ROOFTOP
Address: 2 ΧΛΜ Ε.Ο. ΣΕΡΒΙΩΝ-ΚΟΖΑΝΗΣ
Municipality: ΔΗΜΟΣ ΣΕΡΒΙΩΝ
County: ΚΟΖΑΝΗΣ
Coordinates: 40.197859, 21.989997"
692,1o ΧΛΜ ΣΕΡΒΙΩΝ-ΚΟΖΑΝΗΣ,40.1896916,21.9937892,ROOFTOP,Δ.Δ.Σερβίων,ΔΗΜΟΣ ΣΕΡΒΙΩΝ,ΚΟΖΑΝΗΣ,green,small,"Station ID: 692
Location Type: ROOFTOP
Address: 1o ΧΛΜ ΣΕΡΒΙΩΝ-ΚΟΖΑΝΗΣ
Municipality: ΔΗΜΟΣ ΣΕΡΒΙΩΝ
County: ΚΟΖΑΝΗΣ
Coordinates: 40.189692, 21.993789"
696,"3 ΧΛΜ ΕΔΕΣΣΑΣ-ΘΕΣ/ΝΙΚΗΣ, ΕΔΕΣΣΑ",40.7879526,22.0729796,ROOFTOP,Δ.Δ.Ριζαρίου,ΔΗΜΟΣ ΕΔΕΣΣΑΣ,ΠΕΛΛΗΣ,green,small,"Station ID: 696
Location Type: ROOFTOP
Address: 3 ΧΛΜ ΕΔΕΣΣΑΣ-ΘΕΣ/ΝΙΚΗΣ, ΕΔΕΣΣΑ
Municipality: ΔΗΜΟΣ ΕΔΕΣΣΑΣ
County: ΠΕΛΛΗΣ
Coordinates: 40.787953, 22.072980"
697,1 ΧΛΜ ΑΨΑΛΟΥ-ΘΕΣΣΑΛΟΝΙΚΗΣ,40.8864005,22.0740417,ROOFTOP,Δ.Δ.Αψάλου,ΔΗΜΟΣ ΑΡΙΔΑΙΑΣ,ΠΕΛΛΗΣ,green,small,"Station ID: 697
Location Type: ROOFTOP
Address: 1 ΧΛΜ ΑΨΑΛΟΥ-ΘΕΣΣΑΛΟΝΙΚΗΣ
Municipality: ΔΗΜΟΣ ΑΡΙΔΑΙΑΣ
County: ΠΕΛΛΗΣ
Coordinates: 40.886401, 22.074042"
699,1ο ΧΛΜ ΓΙΑΝΝΙΤΣΩΝ - ΑΛΕΞΑΝΔΡΕΙΑΣ,40.776978,22.4057612,ROOFTOP,Δ.Δ.Γιαννιτσών,ΔΗΜΟΣ ΓΙΑΝΝΙΤΣΩΝ,ΠΕΛΛΗΣ,green,small,"Station ID: 699
Location Type: ROOFTOP
Address: 1ο ΧΛΜ ΓΙΑΝΝΙΤΣΩΝ - ΑΛΕΞΑΝΔΡΕΙΑΣ
Municipality: ΔΗΜΟΣ ΓΙΑΝΝΙΤΣΩΝ
County: ΠΕΛΛΗΣ
Coordinates: 40.776978, 22.405761"
702,1ο ΧΙΛ. ΚΑΛΗΣ - ΣΚΥΔΡΑΣ,40.8121618,22.1783651,ROOFTOP,Δ.Δ.Καλής,ΔΗΜΟΣ ΜΕΝΗΙΔΟΣ,ΠΕΛΛΗΣ,green,small,"Station ID: 702
Location Type: ROOFTOP
Address: 1ο ΧΙΛ. ΚΑΛΗΣ - ΣΚΥΔΡΑΣ
Municipality: ΔΗΜΟΣ ΜΕΝΗΙΔΟΣ
County: ΠΕΛΛΗΣ
Coordinates: 40.812162, 22.178365"
708,1ο ΧΛΜ ΠΕΟ ΚΑΤΕΡΙΝΗΣ-ΘΕΣ/ΝΙΚΗΣ - ΠΙΕΡΙΑ,40.2817614,22.5183832,ROOFTOP,Δ.Δ.Κατερίνης,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 708
Location Type: ROOFTOP
Address: 1ο ΧΛΜ ΠΕΟ ΚΑΤΕΡΙΝΗΣ-ΘΕΣ/ΝΙΚΗΣ - ΠΙΕΡΙΑ
Municipality: ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.281761, 22.518383"
716,406 ΧΛΜ. ΑΥΤΟΚ/ΜΟΥ ΑΙΓΑΙΟΥ ΑΘΗΝΑ ΜΑΛΙΑΚΟΣ - ΚΛΕΙΔΙ ΛΕΠΤΟΚΑΡΥΑ ΑΡΙΣΤΕΡΟΣ ΚΛΑΔΟΣ ΠΡΟΣ ΑΘΗΝΑ ΘΕΣΗ ΣΚΟΤΙΝΑ,40.0262847,22.5731131,ROOFTOP,Δ.Δ.Δίου,ΔΗΜΟΣ ΔΙΟΥ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 716
Location Type: ROOFTOP
Address: 406 ΧΛΜ. ΑΥΤΟΚ/ΜΟΥ ΑΙΓΑΙΟΥ ΑΘΗΝΑ ΜΑΛΙΑΚΟΣ - ΚΛΕΙΔΙ ΛΕΠΤΟΚΑΡΥΑ ΑΡΙΣΤΕΡΟΣ ΚΛΑΔΟΣ ΠΡΟΣ ΑΘΗΝΑ ΘΕΣΗ ΣΚΟΤΙΝΑ
Municipality: ΔΗΜΟΣ ΔΙΟΥ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.026285, 22.573113"
717,406 ΧΛΜ. ΑΥΤΟΚ/ΜΟΥ ΑΙΓΑΙΟΥ ΑΘΗΝΑ ΜΑΛΙΑΚΟΣ - ΚΛΕΙΔΙ ΛΕΠΤΟΚΑΡΥΑ ΔΕΞΙΟΣ ΚΛΑΔΟΣ ΠΡΟΣ ΘΕΣ/ΝΙΚΗ ΘΕΣΗ ΣΚΟΤΙΝΑ,40.0281003,22.5731791,ROOFTOP,Δ.Δ.Λεπτοκαρυάς,ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 717
Location Type: ROOFTOP
Address: 406 ΧΛΜ. ΑΥΤΟΚ/ΜΟΥ ΑΙΓΑΙΟΥ ΑΘΗΝΑ ΜΑΛΙΑΚΟΣ - ΚΛΕΙΔΙ ΛΕΠΤΟΚΑΡΥΑ ΔΕΞΙΟΣ ΚΛΑΔΟΣ ΠΡΟΣ ΘΕΣ/ΝΙΚΗ ΘΕΣΗ ΣΚΟΤΙΝΑ
Municipality: ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.028100, 22.573179"
718,"447 ΧΛΜ.ΝΕΟ ΑΘΗΝΩΝ-ΘΕΣ/ΝΙΚΗΣ, ΚΟΡΙΝΟΣ ΠΙΕΡΙΑΣ",40.3293898,22.5815732,ROOFTOP,Δ.Δ.Κορινού,ΔΗΜΟΣ ΚΟΡΙΝΟΥ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 718
Location Type: ROOFTOP
Address: 447 ΧΛΜ.ΝΕΟ ΑΘΗΝΩΝ-ΘΕΣ/ΝΙΚΗΣ, ΚΟΡΙΝΟΣ ΠΙΕΡΙΑΣ
Municipality: ΔΗΜΟΣ ΚΟΡΙΝΟΥ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.329390, 22.581573"
719,"55 ΧΛΜ. ΝΕΟ ΘΕΣ/ΝΙΚΗΣ-ΑΘΗΝΩΝ, ΚΟΡΙΝΟΣ ΠΙΕΡΙΑΣ",40.3308232,22.5810395,ROOFTOP,Δ.Δ.Κορινού,ΔΗΜΟΣ ΚΟΡΙΝΟΥ,ΠΙΕΡΙΑΣ,green,small,"Station ID: 719
Location Type: ROOFTOP
Address: 55 ΧΛΜ. ΝΕΟ ΘΕΣ/ΝΙΚΗΣ-ΑΘΗΝΩΝ, ΚΟΡΙΝΟΣ ΠΙΕΡΙΑΣ
Municipality: ΔΗΜΟΣ ΚΟΡΙΝΟΥ
County: ΠΙΕΡΙΑΣ
Coordinates: 40.330823, 22.581039"
723,"3 ΧΛΜ ΣΕΡΡΩΝ-ΘΕΣ/ΝΙΚΗΣ, ΣΕΡΡΕΣ",41.0923129,23.5111419,ROOFTOP,Δ.Δ.Σερρών,ΔΗΜΟΣ ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,green,small,"Station ID: 723
Location Type: ROOFTOP
Address: 3 ΧΛΜ ΣΕΡΡΩΝ-ΘΕΣ/ΝΙΚΗΣ, ΣΕΡΡΕΣ
Municipality: ΔΗΜΟΣ ΣΕΡΡΩΝ
County: ΣΕΡΡΩΝ
Coordinates: 41.092313, 23.511142"
732,1ο ΧΛΜ ΝΙΓΡΙΤΑΣ ΣΕΡΡΩΝ,40.9206666,23.5022713,ROOFTOP,Δ.Δ.Νιγρίτης,ΔΗΜΟΣ ΝΙΓΡΙΤΗΣ,ΣΕΡΡΩΝ,green,small,"Station ID: 732
Location Type: ROOFTOP
Address: 1ο ΧΛΜ ΝΙΓΡΙΤΑΣ ΣΕΡΡΩΝ
Municipality: ΔΗΜΟΣ ΝΙΓΡΙΤΗΣ
County: ΣΕΡΡΩΝ
Coordinates: 40.920667, 23.502271"
733,1ο  χλμ. της Επ.Ο. Σκουτάρεως  - Κ. Καμήλας Σερρών,41.0201087,23.510633,ROOFTOP,Δ.Δ.Σκουτάρεως,ΔΗΜΟΣ ΣΚΟΥΤΑΡΕΩΣ,ΣΕΡΡΩΝ,green,small,"Station ID: 733
Location Type: ROOFTOP
Address: 1ο  χλμ. της Επ.Ο. Σκουτάρεως  - Κ. Καμήλας Σερρών
Municipality: ΔΗΜΟΣ ΣΚΟΥΤΑΡΕΩΣ
County: ΣΕΡΡΩΝ
Coordinates: 41.020109, 23.510633"
735,2ο ΧΙΛ ΦΛΩΡΙΝΑΣ-ΘΕΣ/ΝΙΚΗΣ,40.7949818,21.4379338,ROOFTOP,Δ.Δ.Φλωρίνης,ΔΗΜΟΣ ΦΛΩΡΙΝΑΣ,ΦΛΩΡΙΝΗΣ,green,small,"Station ID: 735
Location Type: ROOFTOP
Address: 2ο ΧΙΛ ΦΛΩΡΙΝΑΣ-ΘΕΣ/ΝΙΚΗΣ
Municipality: ΔΗΜΟΣ ΦΛΩΡΙΝΑΣ
County: ΦΛΩΡΙΝΗΣ
Coordinates: 40.794982, 21.437934"
750,"2,5 χιλ ΜΟΥΔΑΝΙΩΝ -ΚΑΣΣΑΝΔΡΑΣ",40.2203236,23.3181295,ROOFTOP,Δ.Δ.Αγίου Μάμαντος,ΔΗΜΟΣ ΜΟΥΔΑΝΙΩΝ,ΧΑΛΚΙΔΙΚΗΣ,green,small,"Station ID: 750
Location Type: ROOFTOP
Address: 2,5 χιλ ΜΟΥΔΑΝΙΩΝ -ΚΑΣΣΑΝΔΡΑΣ
Municipality: ΔΗΜΟΣ ΜΟΥΔΑΝΙΩΝ
County: ΧΑΛΚΙΔΙΚΗΣ
Coordinates: 40.220324, 23.318130"
757,9ο ΧΛΜ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ - ΦΕΡΩΝ,40.8640229,25.9929448,ROOFTOP,Δ.Δ.Αλεξανδρούπολης,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΕΒΡΟΥ,green,small,"Station ID: 757
Location Type: ROOFTOP
Address: 9ο ΧΛΜ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ - ΦΕΡΩΝ
Municipality: ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
County: ΕΒΡΟΥ
Coordinates: 40.864023, 25.992945"
758,11ο χλμ Π.Ε.Ο. ΑΛΕΞ/ΠΟΛΗΣ- ΣΥΝΟΡΩΝ,40.8636117,25.9961355,ROOFTOP,Δ.Δ.Αλεξανδρούπολης,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΕΒΡΟΥ,green,small,"Station ID: 758
Location Type: ROOFTOP
Address: 11ο χλμ Π.Ε.Ο. ΑΛΕΞ/ΠΟΛΗΣ- ΣΥΝΟΡΩΝ
Municipality: ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
County: ΕΒΡΟΥ
Coordinates: 40.863612, 25.996136"
763,2o ΧΛΜ ΑΛΕΞ/ΠΟΛΗΣ-ΚΟΜΟΤΗΝΗΣ,40.8503187,25.8373562,ROOFTOP,Δ.Δ.Αλεξανδρούπολης,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΕΒΡΟΥ,green,small,"Station ID: 763
Location Type: ROOFTOP
Address: 2o ΧΛΜ ΑΛΕΞ/ΠΟΛΗΣ-ΚΟΜΟΤΗΝΗΣ
Municipality: ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
County: ΕΒΡΟΥ
Coordinates: 40.850319, 25.837356"
782,2ο χλμ ΠΡΟΒΑΤΩΝΑΣ ΤΥΧΕΡΟΥ,41.0240968,26.2742831,ROOFTOP,Δ.Δ.Τυχερού,ΔΗΜΟΣ ΤΥΧΕΡΟΥ,ΕΒΡΟΥ,green,small,"Station ID: 782
Location Type: ROOFTOP
Address: 2ο χλμ ΠΡΟΒΑΤΩΝΑΣ ΤΥΧΕΡΟΥ
Municipality: ΔΗΜΟΣ ΤΥΧΕΡΟΥ
County: ΕΒΡΟΥ
Coordinates: 41.024097, 26.274283"
786,41ΧΙΛ.ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ- ΚΗΠΩΝ,40.9461899,26.3017795,ROOFTOP,Δ.Δ.Πέπλου,ΔΗΜΟΣ ΦΕΡΩΝ,ΕΒΡΟΥ,green,small,"Station ID: 786
Location Type: ROOFTOP
Address: 41ΧΙΛ.ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ- ΚΗΠΩΝ
Municipality: ΔΗΜΟΣ ΦΕΡΩΝ
County: ΕΒΡΟΥ
Coordinates: 40.946190, 26.301779"
787,"2,5 ΧΛΜ ΞΑΝΘΗΣ -Π.ΛΑΓΟΣ",41.1240115,24.9069389,ROOFTOP,Δ.Δ.Ξάνθης,ΔΗΜΟΣ ΞΑΝΘΗΣ,ΞΑΝΘΗΣ,green,small,"Station ID: 787
Location Type: ROOFTOP
Address: 2,5 ΧΛΜ ΞΑΝΘΗΣ -Π.ΛΑΓΟΣ
Municipality: ΔΗΜΟΣ ΞΑΝΘΗΣ
County: ΞΑΝΘΗΣ
Coordinates: 41.124012, 24.906939"
793,"1ο ΧΛΜ. ΞΑΝΘΗΣ -ΠΟΡΤΟ ΛΑΓΟΣ, ΞΑΝΘΗ",41.1256079,24.904633,ROOFTOP,Δ.Δ.Ξάνθης,ΔΗΜΟΣ ΞΑΝΘΗΣ,ΞΑΝΘΗΣ,green,small,"Station ID: 793
Location Type: ROOFTOP
Address: 1ο ΧΛΜ. ΞΑΝΘΗΣ -ΠΟΡΤΟ ΛΑΓΟΣ, ΞΑΝΘΗ
Municipality: ΔΗΜΟΣ ΞΑΝΘΗΣ
County: ΞΑΝΘΗΣ
Coordinates: 41.125608, 24.904633"
794,4ο ΧΙΛ ΞΑΝΘΗΣ-ΔΡΑΜΑΣ ΞΑΝΘΗ,41.1722348,24.873632,ROOFTOP,Δ.Δ.Ξάνθης,ΔΗΜΟΣ ΞΑΝΘΗΣ,ΞΑΝΘΗΣ,green,small,"Station ID: 794
Location Type: ROOFTOP
Address: 4ο ΧΙΛ ΞΑΝΘΗΣ-ΔΡΑΜΑΣ ΞΑΝΘΗ
Municipality: ΔΗΜΟΣ ΞΑΝΘΗΣ
County: ΞΑΝΘΗΣ
Coordinates: 41.172235, 24.873632"
799,18ΧΛΜ ΞΑΝΘΗΣ -ΠΟΡΤΟ ΛΑΓΟΥΣ,41.0358738,25.0469617,ROOFTOP,Δ.Δ.Αβδήρων,ΔΗΜΟΣ ΑΒΔΗΡΩΝ,ΞΑΝΘΗΣ,green,small,"Station ID: 799
Location Type: ROOFTOP
Address: 18ΧΛΜ ΞΑΝΘΗΣ -ΠΟΡΤΟ ΛΑΓΟΥΣ
Municipality: ΔΗΜΟΣ ΑΒΔΗΡΩΝ
County: ΞΑΝΘΗΣ
Coordinates: 41.035874, 25.046962"
802,1 ΧΛΜ.ΕΧΙΙΝΟΥ  ΞΑΝΘΗΣ,41.2727072,24.9556163,ROOFTOP,Δ.Δ.Εχίνου,ΔΗΜΟΣ ΜΥΚΗΣ,ΞΑΝΘΗΣ,green,small,"Station ID: 802
Location Type: ROOFTOP
Address: 1 ΧΛΜ.ΕΧΙΙΝΟΥ  ΞΑΝΘΗΣ
Municipality: ΔΗΜΟΣ ΜΥΚΗΣ
County: ΞΑΝΘΗΣ
Coordinates: 41.272707, 24.955616"
810,12 ΧΛΜ ΞΑΝΘΗΣ-ΚΑΒΑΛΑΣ,41.0774164,24.7937189,ROOFTOP,Δ.Δ.Τοξοτών,ΔΗΜΟΣ ΤΟΠΕΙΡΟΥ,ΞΑΝΘΗΣ,green,small,"Station ID: 810
Location Type: ROOFTOP
Address: 12 ΧΛΜ ΞΑΝΘΗΣ-ΚΑΒΑΛΑΣ
Municipality: ΔΗΜΟΣ ΤΟΠΕΙΡΟΥ
County: ΞΑΝΘΗΣ
Coordinates: 41.077416, 24.793719"
811,5ο ΧΛΜ ΚΟΜΟΤΗΝΗΣ-ΞΑΝΘΗΣ,41.1087547,25.3485332,ROOFTOP,Δ.Δ.Κομοτηνής,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ,ΡΟΔΟΠΗΣ,green,small,"Station ID: 811
Location Type: ROOFTOP
Address: 5ο ΧΛΜ ΚΟΜΟΤΗΝΗΣ-ΞΑΝΘΗΣ
Municipality: ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ
County: ΡΟΔΟΠΗΣ
Coordinates: 41.108755, 25.348533"
812,"2o χλμ Κομοτηνής-Ξάνθης, ΚΟΜΟΤΗΝΗ",41.1141138,25.3784718,ROOFTOP,Δ.Δ.Κομοτηνής,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ,ΡΟΔΟΠΗΣ,green,small,"Station ID: 812
Location Type: ROOFTOP
Address: 2o χλμ Κομοτηνής-Ξάνθης, ΚΟΜΟΤΗΝΗ
Municipality: ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ
County: ΡΟΔΟΠΗΣ
Coordinates: 41.114114, 25.378472"
817,3ο χλμ Ε.Ο. ΡΟΔΟΥ ? ΚΑΛΛΙΘΕΑΣ,36.4161481,28.2272755,ROOFTOP,Δ.Δ.Ρόδου,ΔΗΜΟΣ ΡΟΔΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,green,small,"Station ID: 817
Location Type: ROOFTOP
Address: 3ο χλμ Ε.Ο. ΡΟΔΟΥ ? ΚΑΛΛΙΘΕΑΣ
Municipality: ΔΗΜΟΣ ΡΟΔΟΥ
County: ΔΩΔΕΚΑΝΗΣΟΥ
Coordinates: 36.416148, 28.227276"
819,7 ΧΙΛ ΡΟΔΟΥ - ΛΙΝΔΟΥ,36.3955767,28.1995148,ROOFTOP,Δ.Δ.Ρόδου,ΔΗΜΟΣ ΡΟΔΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,green,small,"Station ID: 819
Location Type: ROOFTOP
Address: 7 ΧΙΛ ΡΟΔΟΥ - ΛΙΝΔΟΥ
Municipality: ΔΗΜΟΣ ΡΟΔΟΥ
County: ΔΩΔΕΚΑΝΗΣΟΥ
Coordinates: 36.395577, 28.199515"
820,31ο ΧΙΛ. ΡΟΔΟΥ - ΛΙΝΔΟΥ,36.2202814,28.1129976,ROOFTOP,Δ.Δ.Αρχαγγέλου,ΔΗΜΟΣ ΑΡΧΑΓΓΕΛΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,green,small,"Station ID: 820
Location Type: ROOFTOP
Address: 31ο ΧΙΛ. ΡΟΔΟΥ - ΛΙΝΔΟΥ
Municipality: ΔΗΜΟΣ ΑΡΧΑΓΓΕΛΟΥ
County: ΔΩΔΕΚΑΝΗΣΟΥ
Coordinates: 36.220281, 28.112998"
826,15ον ΧΙΛ ΡΟΔΟΥ-ΛΙΝΔΟΥ,36.3330791,28.1961819,ROOFTOP,Δ.Δ.Καλυθιών,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ,ΔΩΔΕΚΑΝΗΣΟΥ,green,small,"Station ID: 826
Location Type: ROOFTOP
Address: 15ον ΧΙΛ ΡΟΔΟΥ-ΛΙΝΔΟΥ
Municipality: ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ
County: ΔΩΔΕΚΑΝΗΣΟΥ
Coordinates: 36.333079, 28.196182"
835,21 ΧΛΜ ΡΟΔΟΥ-ΛΙΝΔΟΥ ΡΟΔΟΣ,36.2829022,28.1579587,ROOFTOP,Δ.Δ.Ρόδου,ΔΗΜΟΣ ΡΟΔΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,green,small,"Station ID: 835
Location Type: ROOFTOP
Address: 21 ΧΛΜ ΡΟΔΟΥ-ΛΙΝΔΟΥ ΡΟΔΟΣ
Municipality: ΔΗΜΟΣ ΡΟΔΟΥ
County: ΔΩΔΕΚΑΝΗΣΟΥ
Coordinates: 36.282902, 28.157959"
854,9ο ΧΛΜ ΜΥΤΙΛΗΝΗΣ-ΚΑΛΛΟΝΗΣ - ΜΥΤΙΛΗΝΗ,39.1204132,26.4731284,ROOFTOP,Δ.Δ.Μυτιλήνης,ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ,ΛΕΣΒΟΥ,green,small,"Station ID: 854
Location Type: ROOFTOP
Address: 9ο ΧΛΜ ΜΥΤΙΛΗΝΗΣ-ΚΑΛΛΟΝΗΣ - ΜΥΤΙΛΗΝΗ
Municipality: ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ
County: ΛΕΣΒΟΥ
Coordinates: 39.120413, 26.473128"
860,5ό ΧΛΜ E.O. ΜΥΤΙΛΗΝΗΣ-ΚΑΛΛΟΝΗΣ,39.1057327,26.5117499,ROOFTOP,Δ.Δ.Μυτιλήνης,ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ,ΛΕΣΒΟΥ,green,small,"Station ID: 860
Location Type: ROOFTOP
Address: 5ό ΧΛΜ E.O. ΜΥΤΙΛΗΝΗΣ-ΚΑΛΛΟΝΗΣ
Municipality: ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ
County: ΛΕΣΒΟΥ
Coordinates: 39.105733, 26.511750"
866,7ο χλμ ΜΥΤΙΛΗΝΗΣ ΘΕΡΜΗΣ - ΛΕΣΒΟΣ,39.1526442,26.5161261,ROOFTOP,Δ.Δ.Παμφίλων (Παμφύλλων),ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ,ΛΕΣΒΟΥ,green,small,"Station ID: 866
Location Type: ROOFTOP
Address: 7ο χλμ ΜΥΤΙΛΗΝΗΣ ΘΕΡΜΗΣ - ΛΕΣΒΟΣ
Municipality: ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ
County: ΛΕΣΒΟΥ
Coordinates: 39.152644, 26.516126"
868,31 χλμ εθν οδου Μυτηλίνης Καλλονής Λέσβος,39.1942522,26.2874286,ROOFTOP,Δ.Δ.Αγίας Παρασκευής,ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΛΕΣΒΟΥ,green,small,"Station ID: 868
Location Type: ROOFTOP
Address: 31 χλμ εθν οδου Μυτηλίνης Καλλονής Λέσβος
Municipality: ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
County: ΛΕΣΒΟΥ
Coordinates: 39.194252, 26.287429"
894,4ο ΧΛΜ ΜΥΡΙΝΑΣ-ΘΕΡΜΩΝ  ΛΗΜΝΟΣ,39.9014145,25.1039841,ROOFTOP,Δ.Δ.Κορνού,ΔΗΜΟΣ ΜΥΡΙΝΑΣ,ΛΕΣΒΟΥ,green,small,"Station ID: 894
Location Type: ROOFTOP
Address: 4ο ΧΛΜ ΜΥΡΙΝΑΣ-ΘΕΡΜΩΝ  ΛΗΜΝΟΣ
Municipality: ΔΗΜΟΣ ΜΥΡΙΝΑΣ
County: ΛΕΣΒΟΥ
Coordinates: 39.901415, 25.103984"
942,7 ΧΙΛ.ΗΡΑΚΛΕΙΟΥ-ΜΟΙΡΩΝ,35.2965363,25.0869891,ROOFTOP,Δ.Δ.Ηρακλείου,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΗΡΑΚΛΕΙΟΥ,green,small,"Station ID: 942
Location Type: ROOFTOP
Address: 7 ΧΙΛ.ΗΡΑΚΛΕΙΟΥ-ΜΟΙΡΩΝ
Municipality: ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
County: ΗΡΑΚΛΕΙΟΥ
Coordinates: 35.296536, 25.086989"
952,13ο χλμ Ηρακλείου - Μοιρών,35.2531125,25.0690923,ROOFTOP,Δ.Δ.Σταυρακίων,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΗΡΑΚΛΕΙΟΥ,green,small,"Station ID: 952
Location Type: ROOFTOP
Address: 13ο χλμ Ηρακλείου - Μοιρών
Municipality: ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
County: ΗΡΑΚΛΕΙΟΥ
Coordinates: 35.253113, 25.069092"
953,21ο ΧΛΜ ΗΡΑΚΛΕΙΟΥ ΜΟΙΡΩΝ,35.1561901,25.0121335,ROOFTOP,Δ.Δ.Αγίας Βαρβάρας,ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,ΗΡΑΚΛΕΙΟΥ,green,small,"Station ID: 953
Location Type: ROOFTOP
Address: 21ο ΧΛΜ ΗΡΑΚΛΕΙΟΥ ΜΟΙΡΩΝ
Municipality: ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ
County: ΗΡΑΚΛΕΙΟΥ
Coordinates: 35.156190, 25.012134"
